step,train/eps,train/objective/kl,train/objective/entropy,train/objective/non_score_reward,train/objective/rlhf_reward,train/objective/scores,train/policy/approxkl_avg,train/policy/clipfrac_avg,train/loss/policy_avg,train/loss/value_avg,train/val/clipfrac_avg,train/policy/entropy_avg,train/val/ratio,train/val/ratio_var,train/val/num_eos_tokens,train/lr,train/episode,train/epoch
18,1.0,-0.007026851177215576,-5.0417799949646,0.0003513425472192466,3.189514636993408,3.1891632080078125,7.135386059786697e-09,0.0,-0.10395819693803787,3.5420355796813965,0.0,1.059126853942871,1.0000073909759521,2.2497595453252472e-10,25.0,4.998748863727087e-06,288.0,0.03200000151991844
19,1.0,0.003437597304582596,-20.696683883666992,-0.00017187987396027893,3.9012575149536133,3.9014294147491455,6.68426025640656e-08,nan,nan,9.389728546142578,0.0,0.9504305124282837,1.0000072717666626,6.833156818153441e-10,29.0,4.998597432859242e-06,304.0,0.03377777710556984
20,1.0,0.009848952293395996,-4.927460193634033,-0.0004924476379528642,3.6133124828338623,3.613804817199707,7.996812101396245e-09,0.0,-0.03035064786672592,5.0265278816223145,0.0,0.9731799364089966,1.0000035762786865,1.1554111833955716e-10,16.0,4.998436907044379e-06,320.0,0.035555556416511536
21,2.0,-0.006624341011047363,8.757373809814453,0.00033121707383543253,3.5319831371307373,3.5316519737243652,1.0290372998156272e-08,0.0,-0.03917255997657776,3.1243062019348145,0.0,1.0804815292358398,0.9999935030937195,1.2040916874678231e-10,18.0,4.9982681957772e-06,336.0,0.03733333200216293
22,2.0,0.017056554555892944,4.350682258605957,-0.0008528277976438403,3.8612711429595947,3.862123966217041,6.235199467852226e-09,0.0,-0.06805694103240967,4.5253705978393555,0.0,1.0682239532470703,0.9999973177909851,2.4310983781639095e-10,29.0,4.9980908443103544e-06,352.0,0.03911111131310463
23,2.0,0.0005792677402496338,-8.08088493347168,-2.8963375370949507e-05,3.9622528553009033,3.9622817039489746,6.314519129801965e-09,0.0,-0.02655179426074028,7.668794631958008,0.0,1.020792007446289,1.0000015497207642,1.1315452047577779e-10,27.0,4.997904852643842e-06,368.0,0.040888890624046326
24,2.0,-0.005114555358886719,-1.9604582786560059,0.00025572776212356985,3.5955731868743896,3.5953173637390137,1.1232486940571107e-08,nan,nan,7.8354172706604,0.0,1.025939702987671,0.9999939203262329,1.0269214367752966e-09,28.0,4.997709766030312e-06,384.0,0.04266666620969772
25,2.0,0.0026175379753112793,-27.278350830078125,-0.0001308768696617335,3.7897140979766846,3.7898449897766113,8.471435108958758e-09,nan,nan,7.696816444396973,0.0,0.9267445206642151,0.9999905824661255,3.480187527049594e-10,32.0,4.997506493964465e-06,400.0,0.04444444552063942
26,2.0,-0.015502307564020157,5.533646583557129,0.0007751153316348791,3.7615909576416016,3.7608158588409424,1.1256006793303186e-08,0.0,-0.1500624120235443,6.470922470092773,0.0,0.9734015464782715,1.0000053644180298,1.8049904626504798e-10,26.0,4.997294581698952e-06,416.0,0.04622222110629082
27,2.0,-0.00508001446723938,-11.753849983215332,0.0002540007117204368,3.730332851409912,3.730078935623169,9.429978575781206e-08,0.0,-0.2977544665336609,7.699670791625977,0.0,0.9672936201095581,1.0000041723251343,1.5460448477000455e-09,16.0,4.997073574486421e-06,432.0,0.04800000041723251
28,2.0,0.004184514284133911,-17.631046295166016,-0.0002092257491312921,4.0344557762146,4.034665107727051,4.856954092247179e-07,0.0,-0.3188505172729492,9.951789855957031,0.0,0.9360986948013306,1.0000207424163818,4.772422457222092e-09,22.0,4.996844381821575e-06,448.0,0.04977777600288391
29,2.0,-0.005226820707321167,-17.89131736755371,0.0002613410179037601,4.146223068237305,4.145961761474609,4.3305092845002946e-08,0.0,-0.2702113389968872,7.628740310668945,0.0,1.1225175857543945,1.0000077486038208,6.288854992320125e-10,36.0,4.99660609420971e-06,464.0,0.05155555531382561
30,2.0,0.005890637636184692,16.020503997802734,-0.000294531841063872,3.4812042713165283,3.4814987182617188,2.3854996200611822e-08,0.0,-0.04874880984425545,5.293238639831543,0.0,1.1081713438034058,1.000007152557373,8.074117485712407e-10,22.0,4.99635962114553e-06,480.0,0.0533333346247673
31,2.0,-0.0008900165557861328,-11.071154594421387,4.4500840886030346e-05,3.774282932281494,3.774238348007202,6.241240857463026e-09,nan,nan,4.802966117858887,0.0,0.8161264657974243,0.9999984502792358,2.780045811612286e-11,35.0,4.9961040531343315e-06,496.0,0.0551111102104187
32,2.0,-0.004743114113807678,-24.89456558227539,0.0002371557056903839,3.538032054901123,3.537794828414917,4.005933718076449e-08,nan,nan,6.083010673522949,0.0,0.9827982187271118,0.9999998807907104,1.2712704222650473e-09,31.0,4.995840299670817e-06,512.0,0.0568888895213604
33,2.0,0.002400025725364685,-14.5784912109375,-0.00012000129936495796,3.7468421459198,3.746962070465088,8.244489535513821e-09,0.0,-0.2152196615934372,6.741594314575195,0.0,0.7529572248458862,1.000005841255188,1.4623917354850136e-10,23.0,4.9955674512602855e-06,528.0,0.058666665107011795
34,2.0,-0.010017216205596924,-5.644872665405273,0.0005008608568459749,3.807593584060669,3.8070926666259766,1.1490610241082777e-08,0.0,-0.21728239953517914,5.166146278381348,0.0,1.024221658706665,0.9999915957450867,3.943636528447314e-10,27.0,4.995286417397438e-06,544.0,0.06044444441795349
35,2.0,0.0108209028840065,-9.196554183959961,-0.0005410451558418572,3.544283628463745,3.5448246002197266,3.872457554621178e-08,0.0,-0.08022938668727875,3.3450818061828613,0.0,0.8648473024368286,1.0000108480453491,1.3482867045055968e-09,13.0,4.994996288587572e-06,560.0,0.06222222372889519
36,2.0,-0.001600116491317749,3.9305992126464844,8.000581874512136e-05,3.770486354827881,3.7704062461853027,1.0630561320112974e-08,0.0,-0.09152722358703613,5.03598165512085,0.0,1.0842151641845703,1.000003457069397,1.5818055199012804e-10,26.0,4.9946979743253905e-06,576.0,0.06400000303983688
37,2.0,-0.0025585293769836426,-14.918246269226074,0.00012792646884918213,3.626124858856201,3.6259968280792236,5.826088056437584e-09,0.0,-0.1374431699514389,5.825801849365234,0.0,1.114290475845337,0.9999966025352478,1.3139095367264986e-10,27.0,4.994390565116191e-06,592.0,0.06577777862548828
38,2.0,0.016346722841262817,1.8994274139404297,-0.00081733608385548,3.6181442737579346,3.6189615726470947,5.164867200591061e-09,0.0,-0.0580751970410347,4.558797359466553,0.0,1.0121937990188599,0.9999991655349731,1.4716797225311495e-10,22.0,4.994074970454676e-06,608.0,0.06755555421113968
39,2.0,-0.0026968717575073242,-28.82536506652832,0.00013484360533766448,3.774418830871582,3.7742838859558105,8.51398862522501e-09,nan,nan,7.260092258453369,0.0,0.8586623668670654,0.9999974370002747,1.3985683444683872e-10,36.0,4.993750280846143e-06,624.0,0.06933332979679108
40,2.0,0.006427168846130371,1.0493054389953613,-0.0003213584132026881,3.9888765811920166,3.9891979694366455,6.580369138475817e-09,nan,nan,9.209671974182129,0.0,1.1047794818878174,0.9999938011169434,9.553934032791034e-11,22.0,4.993417405785294e-06,640.0,0.07111111283302307
41,2.0,0.014487475156784058,-32.019195556640625,-0.0007243737927637994,3.945357322692871,3.9460816383361816,1.0030853481168833e-08,nan,nan,16.12281608581543,0.0,0.8790457248687744,1.0000004768371582,2.8221441850107e-10,32.0,4.993075435777428e-06,656.0,0.07288888841867447
42,2.0,0.0031821876764297485,2.830193042755127,-0.00015910940419416875,3.5701944828033447,3.5703535079956055,1.4541919668431547e-08,0.0,-0.24399642646312714,6.935157299041748,0.0,0.8898724317550659,1.0000041723251343,1.8265294832175982e-10,24.0,4.992725280317245e-06,672.0,0.07466666400432587
43,2.0,0.020648479461669922,-44.15430450439453,-0.0010324239265173674,4.002563953399658,4.003596305847168,1.3224521033805559e-08,nan,nan,10.037894248962402,0.0,0.8022388219833374,0.9999992251396179,2.542267507621432e-10,35.0,4.992366029910045e-06,688.0,0.07644444704055786
44,2.0,0.0029937326908111572,-24.079898834228516,-0.00014968666073400527,3.84051513671875,3.840664863586426,9.10739483828138e-09,nan,nan,8.233200073242188,0.0,0.8566046953201294,0.9999966621398926,1.8323013939447463e-10,33.0,4.9919985940505285e-06,704.0,0.07822222262620926
45,2.0,0.0011936426162719727,-20.572683334350586,-5.968211917206645e-05,3.9228224754333496,3.922882080078125,5.8920015533203696e-09,0.0,-0.09059526771306992,5.228686332702637,0.0,0.984514594078064,1.0000028610229492,3.084809491182838e-11,32.0,4.9916220632439945e-06,720.0,0.07999999821186066
46,2.0,0.007857777178287506,7.680983543395996,-0.0003928887890651822,3.753577470779419,3.7539703845977783,8.421659813961924e-09,0.0,-0.03229362145066261,3.2857701778411865,0.0,1.120664358139038,0.9999954700469971,7.305600013829405e-10,30.0,4.9912373469851445e-06,736.0,0.08177778124809265
47,2.0,0.007518351078033447,-33.75254821777344,-0.00037591755972243845,3.866619825363159,3.8669958114624023,1.31392177138423e-08,nan,nan,10.37830924987793,0.0,0.8607946634292603,1.0000057220458984,6.730133117471837e-10,30.0,4.990843990526628e-06,752.0,0.08355555683374405
48,2.0,0.017076313495635986,-28.65639305114746,-0.0008538156980648637,4.160453796386719,4.1613078117370605,1.640128921565065e-08,nan,nan,13.960695266723633,0.0,0.9611176252365112,1.0000076293945312,2.390366515836462e-10,23.0,4.990441539121093e-06,768.0,0.08533333241939545
49,2.0,-0.008870482444763184,-21.7691650390625,0.00044352415716275573,3.9462616443634033,3.9458181858062744,1.7080191483387352e-08,nan,nan,9.6496000289917,0.0,0.8634728789329529,1.0000089406967163,6.079715064721825e-10,40.0,4.990030902263243e-06,784.0,0.08711110800504684
50,2.0,0.004604935646057129,-16.10662841796875,-0.00023024677648209035,3.778799057006836,3.779029369354248,1.403736060723304e-08,nan,nan,6.557361602783203,0.0,0.9462990164756775,1.0000089406967163,2.6071980685493656e-10,27.0,4.9896116252057254e-06,800.0,0.08888889104127884
51,2.0,-0.004520431160926819,6.265751361846924,0.00022602159879170358,3.461768627166748,3.4615426063537598,8.217085678552394e-09,0.0,0.0327407531440258,2.7151050567626953,0.0,1.1054883003234863,0.9999990463256836,8.143897362034025e-11,17.0,4.98918325320119e-06,816.0,0.09066666662693024
52,1.0,-0.001410365104675293,-24.652835845947266,7.05182392266579e-05,3.9659314155578613,3.9658608436584473,3.574435858411107e-09,nan,nan,8.640454292297363,0.0,0.9152384996414185,0.9999996423721313,2.6065786681850334e-11,33.0,4.988746695744339e-06,832.0,0.09244444221258163
53,1.0,0.006125986576080322,-7.289093494415283,-0.00030629936372861266,3.911147117614746,3.9114534854888916,1.749369538117662e-08,nan,nan,10.923888206481934,0.0,1.0008094310760498,0.9999982118606567,6.970329174960099e-11,30.0,4.9883014980878215e-06,848.0,0.09422222524881363
54,1.0,0.001605689525604248,-15.522684097290039,-8.02845461294055e-05,3.9253900051116943,3.9254703521728516,7.70209584999293e-09,nan,nan,10.065988540649414,0.0,0.9630650281906128,0.9999958872795105,7.785452144082328e-11,23.0,4.987847660231637e-06,864.0,0.09600000083446503
55,1.0,-0.0008484721183776855,-0.18651485443115234,4.2423635022714734e-05,4.002879619598389,4.002837181091309,1.0163897279369394e-08,0.0,-0.0956689864397049,6.997396469116211,0.0,0.9339775443077087,0.9999903440475464,4.4830936185569215e-10,25.0,4.987385182175785e-06,880.0,0.09777777642011642
56,1.0,0.01071581244468689,7.977468013763428,-0.0005357906920835376,3.8557794094085693,3.8563151359558105,4.1746877066373145e-09,0.0,0.024277709424495697,5.501718044281006,0.0,1.1461495161056519,0.9999971389770508,1.598448734485558e-10,21.0,4.986914063920267e-06,896.0,0.09955555200576782
57,1.0,-0.00611540675163269,-36.49271011352539,0.00030577031429857016,3.77872896194458,3.778423309326172,1.0417670059936768e-09,nan,nan,11.188873291015625,0.0,0.9524002075195312,1.0000016689300537,1.1043491641993253e-11,41.0,4.986434305465082e-06,912.0,0.10133333504199982
58,1.0,-0.007363319396972656,-7.094880104064941,0.0003681659873109311,3.725881576538086,3.725513458251953,6.611693414981801e-09,0.0,-0.046021658927202225,3.275599479675293,0.0,0.8773645162582397,0.9999964237213135,4.2893380514108514e-10,19.0,4.98594590681023e-06,928.0,0.10311111062765121
59,1.0,0.011154234409332275,-13.46987247467041,-0.0005577116971835494,3.884598731994629,3.8851563930511475,1.0154179719279455e-08,0.0,-0.09329870343208313,4.229653358459473,0.0,0.9813612699508667,0.9999969005584717,1.5920835483296258e-10,25.0,4.985448867955711e-06,944.0,0.10488888621330261
60,1.0,-0.0011292695999145508,-14.422118186950684,5.6463468354195356e-05,3.9637606143951416,3.9637041091918945,8.842036436362832e-09,nan,nan,7.558590888977051,0.0,1.1454721689224243,1.0000009536743164,6.861426704585227e-11,24.0,4.984943188901525e-06,960.0,0.1066666692495346
61,1.0,-0.004821032285690308,-7.0879340171813965,0.0002410516608506441,4.022835731506348,4.022594451904297,1.9305257836776946e-08,0.0,0.010590086691081524,5.550637722015381,0.0,0.9629361629486084,0.9999904036521912,3.682886218214776e-10,23.0,4.984428869647672e-06,976.0,0.108444444835186
62,1.0,0.002329021692276001,-15.129927635192871,-0.00011645110498648137,4.032451152801514,4.032567501068115,7.030553916820281e-09,0.0,-0.011007171124219894,5.447148323059082,0.0,0.937410295009613,1.0000005960464478,2.157617556841629e-10,25.0,4.983906364941504e-06,992.0,0.1102222204208374
63,1.0,0.010132700204849243,-16.7903995513916,-0.0005066350568085909,3.8950469493865967,3.8955535888671875,2.6380508444390216e-08,0.0,-0.011338531970977783,8.570991516113281,0.0,0.9744922518730164,0.9999926686286926,4.2885742179699093e-10,30.0,4.9833747652883176e-06,1008.0,0.1120000034570694
64,1.0,-0.008555322885513306,-21.904804229736328,0.0004277661500964314,3.378185510635376,3.3777577877044678,2.7493449294979655e-08,nan,nan,8.721613883972168,0.0,0.8540564775466919,1.0000081062316895,1.992205567180605e-10,26.0,4.982834980182815e-06,1024.0,0.1137777790427208
65,1.0,0.004813134670257568,12.373380661010742,-0.000240656707319431,3.6199731826782227,3.620213747024536,1.648646730245673e-08,0.0,-0.0014616642147302628,4.0893707275390625,0.0,1.0263996124267578,1.0000187158584595,3.3741909266638004e-10,24.0,4.982286100130295e-06,1040.0,0.11555555462837219
66,1.0,0.019315719604492188,-33.247684478759766,-0.0009657859336584806,4.076608180999756,4.077573776245117,3.4079891975125065e-07,nan,nan,8.194701194763184,0.0,0.887829065322876,0.9999767541885376,2.3726172138083257e-09,24.0,4.9817290346254595e-06,1056.0,0.11733333021402359
67,1.0,0.017091810703277588,-27.34398078918457,-0.0008545905584469438,3.8666491508483887,3.8675036430358887,5.991606144561956e-07,nan,nan,6.975250244140625,0.0,0.864534318447113,1.0000452995300293,1.1310914871387467e-08,30.0,4.981163328920957e-06,1072.0,0.11911111325025558
68,1.0,-0.0007044076919555664,-46.576446533203125,3.5220364225097e-05,3.958440065383911,3.958404779434204,7.06214393630944e-08,nan,nan,14.881309509277344,0.0,0.8449212312698364,0.9999932050704956,3.430577211194219e-10,34.0,4.980588983016787e-06,1088.0,0.12088888883590698
69,1.0,0.0012227296829223633,-31.174606323242188,-6.113646668381989e-05,3.9600605964660645,3.9601216316223145,9.107277776365663e-08,0.0,-0.3706492483615875,8.449747085571289,0.0,0.9549514055252075,1.0000131130218506,9.407995493759813e-10,39.0,4.980005996912951e-06,1104.0,0.12266666442155838
70,1.0,-0.0025221705436706543,3.2687883377075195,0.00012610852718353271,3.462430477142334,3.4623043537139893,3.4543941040965365e-08,0.0,-0.15139628946781158,5.702791213989258,0.0,1.0157992839813232,1.0000078678131104,5.056714491580294e-10,24.0,4.979414370609447e-06,1120.0,0.12444444745779037
71,1.0,0.010814845561981201,-14.927358627319336,-0.0005407423013821244,4.133978843688965,4.134519577026367,6.312192368795877e-08,0.0,-0.13808922469615936,8.535759925842285,0.0,0.8498823642730713,1.0000007152557373,2.0002216549741547e-10,30.0,4.978814104106277e-06,1136.0,0.12622222304344177
72,1.0,0.005085349082946777,-37.95753479003906,-0.0002542674192227423,4.095841884613037,4.096096038818359,9.049189841903171e-09,nan,nan,12.099603652954102,0.0,0.9676107168197632,0.9999980330467224,6.64438018493918e-11,28.0,4.97820519740344e-06,1152.0,0.12800000607967377
73,1.0,0.012894153594970703,-12.469074249267578,-0.0006447077030315995,3.6763525009155273,3.676997184753418,1.0848403952934405e-08,0.0,-0.16921046376228333,5.647731781005859,0.0,0.930263102054596,1.0000026226043701,2.6573906963811567e-10,32.0,4.977588105248287e-06,1168.0,0.12977777421474457
74,1.0,-0.0019401013851165771,-24.416950225830078,9.70051041804254e-05,4.061982154846191,4.061885356903076,1.6170101702073225e-08,nan,nan,7.3620758056640625,0.0,0.8575296401977539,0.9999991655349731,7.608953744853153e-11,31.0,4.976961918146117e-06,1184.0,0.13155555725097656
75,1.0,0.04563206434249878,-12.794819831848145,-0.002281603403389454,3.387643337249756,3.389925003051758,8.129667605771829e-09,0.0,-0.06647120416164398,3.74678373336792,0.0,0.7772480249404907,0.9999921917915344,2.377031904643445e-10,24.0,4.97632754559163e-06,1200.0,0.13333334028720856
76,1.0,-0.02308407425880432,5.461181640625,0.001154203899204731,3.0423779487609863,3.0412237644195557,1.3281979249768483e-07,0.0,-0.14136475324630737,2.574343681335449,0.0,1.0048863887786865,1.0000280141830444,5.254045642999472e-09,20.0,4.975684532837477e-06,1216.0,0.13511110842227936
77,1.0,0.00048792362213134766,-40.46495056152344,-2.4396162189077586e-05,3.941301107406616,3.9413254261016846,3.4695784734140034e-07,nan,nan,15.15051555633545,0.0,0.7723945379257202,1.0000280141830444,4.273991383030307e-09,48.0,4.975032879883656e-06,1232.0,0.13688889145851135
78,1.0,0.0068405866622924805,-7.6478271484375,-0.0003420293505769223,3.7209978103637695,3.7213399410247803,5.189569662888971e-08,0.0,-0.008421968668699265,4.4400177001953125,0.0,0.9581196308135986,1.0000004768371582,6.247482392529591e-11,32.0,4.974372586730169e-06,1248.0,0.13866665959358215
79,1.0,-0.0005376935005187988,-9.765853881835938,2.6884605176746845e-05,3.713705539703369,3.7136785984039307,1.2174689700827912e-08,0.0,-0.14819525182247162,5.178982734680176,0.0,0.9628448486328125,1.0000001192092896,1.0463393346205052e-10,16.0,4.973704108124366e-06,1264.0,0.14044444262981415
80,1.0,0.016866691410541534,-25.244720458984375,-0.000843334652017802,3.7604715824127197,3.761314868927002,7.855886252627897e-08,nan,nan,6.305863380432129,0.0,0.9316211938858032,1.000019907951355,9.897720421037093e-10,49.0,4.973026534571545e-06,1280.0,0.14222222566604614
81,1.0,-0.005240261554718018,6.693509101867676,0.0002620131417643279,3.714869260787964,3.7146072387695312,1.1199490224100828e-08,0.0,-0.10424290597438812,5.1304850578308105,0.0,0.9683230519294739,1.0000014305114746,2.951531796746565e-10,21.0,4.972340775566408e-06,1296.0,0.14399999380111694
82,1.0,-0.0022056996822357178,4.920662879943848,0.00011028494918718934,3.420957326889038,3.420846939086914,8.469637435837285e-09,0.0,-0.02626483328640461,2.559054374694824,0.0,0.9758965373039246,0.9999986886978149,1.4603986076000552e-10,28.0,4.971645921614254e-06,1312.0,0.14577777683734894
83,1.0,0.0061957985162734985,-14.889854431152344,-0.00030978990253061056,3.9786765575408936,3.9789862632751465,2.135870857955524e-08,nan,nan,6.000316143035889,0.0,0.9857856631278992,0.999997615814209,1.8498091947094508e-10,24.0,4.970942882209783e-06,1328.0,0.14755555987358093
84,1.0,-0.006126850843429565,-20.997859954833984,0.00030634255381301045,3.725931406021118,3.7256250381469727,4.421536026200101e-09,0.0,-0.11563678085803986,6.64839506149292,0.0,0.7809599041938782,0.9999958872795105,1.5959868149284517e-10,30.0,4.970231657352997e-06,1344.0,0.14933332800865173
85,1.0,0.05726173520088196,-33.96286392211914,-0.002863086760044098,3.9792349338531494,3.98209810256958,3.977439533286997e-08,nan,nan,8.536881446838379,0.0,0.7458286285400391,1.0000128746032715,4.335377612463276e-10,40.0,4.969511337549193e-06,1360.0,0.15111111104488373
86,1.0,0.025001555681228638,-27.175264358520508,-0.0012500777374953032,3.927731990814209,3.9289820194244385,1.201272112894003e-07,nan,nan,8.464720726013184,0.0,0.8959879875183105,1.0000076293945312,1.4510646018095485e-09,28.0,4.968782377545722e-06,1376.0,0.15288889408111572
87,1.0,0.003532513976097107,-10.038215637207031,-0.00017662570462562144,3.8311338424682617,3.831310510635376,7.392442213927097e-09,0.0,-0.04611878842115402,5.648270130157471,0.0,0.9285526275634766,1.0000044107437134,6.861853446560318e-11,27.0,4.968045232089935e-06,1392.0,0.15466666221618652
88,1.0,0.02125409245491028,2.5295028686523438,-0.0010627047158777714,3.4605391025543213,3.461601734161377,1.2439822505427856e-08,0.0,-0.20714503526687622,5.337658882141113,0.0,1.0514334440231323,1.0000033378601074,1.5982984380435994e-10,29.0,4.967299446434481e-06,1408.0,0.15644444525241852
89,1.0,-0.007145911455154419,17.81293296813965,0.00035729556111618876,3.933845281600952,3.933487892150879,4.246651919004307e-09,0.0,0.025723731145262718,3.237903594970703,0.0,1.2474702596664429,0.9999995231628418,1.7377861649681137e-10,16.0,4.9665450205793604e-06,1424.0,0.1582222282886505
90,1.0,0.009552299976348877,-29.90675163269043,-0.0004776150162797421,3.572340726852417,3.5728182792663574,1.156011730785167e-08,nan,nan,8.546640396118164,0.0,0.905669093132019,1.0000030994415283,1.871988813961778e-10,35.0,4.965782409271924e-06,1440.0,0.1599999964237213
91,1.0,-0.018874526023864746,-33.60907745361328,0.0009437263361178339,4.067592144012451,4.066648483276367,5.150431192646465e-08,nan,nan,11.604150772094727,0.0,0.963423490524292,1.000011682510376,5.033548577948466e-10,36.0,4.9650107030174695e-06,1456.0,0.1617777794599533
92,1.0,-0.005867868661880493,0.22922801971435547,0.0002933935320470482,3.7905709743499756,3.7902774810791016,7.066053520077276e-09,0.0,0.009225867688655853,3.81429123878479,0.0,1.2191483974456787,1.0000022649765015,1.1902917540496105e-10,14.0,4.964230811310699e-06,1472.0,0.1635555624961853
93,1.0,0.008737996220588684,14.100302696228027,-0.00043689977610483766,3.573620080947876,3.57405686378479,6.240331362761253e-09,0.0,0.005455829203128815,4.868203639984131,0.0,1.080810546875,0.9999996423721313,4.100044609378628e-11,17.0,4.963442279404262e-06,1488.0,0.1653333306312561
94,1.0,0.016918107867240906,-17.522682189941406,-0.0008459053933620453,3.9586377143859863,3.9594836235046387,6.4326841631157095e-09,nan,nan,6.045650482177734,0.0,0.92402184009552,1.0000026226043701,2.547189126289595e-10,27.0,4.962645107298158e-06,1504.0,0.1671111136674881
